"Angelini","Italy"
"J.Chuanche","China Blue"
"MATUSHKO","RUSSIA"
"Bausback","Salokin"
"Demartino","DEMARTINO"
"Brede","Poland"
"Mandolang","DKI JAKARTA"
"Krochmalik","Team 2"
"WILDAVSKY","Switzerland"
" Bessis T","Bessis"
"LUTOSTANSK","Araszkiewicz"
"Parker","Rigal"
"Starkows","Team2"
"REIPLINGER","CHEMLA"
"Simic","CROATIA2"
"zhao Jie","China"
"Pattinson","CBAI"
"Popov","Vito"
"Kalita","SPOJNIA"
"DEAS","USA"
"Foster","Canada"
"Ralph Katz","Jacobs"
"Nowosadski","Poland"
"Lutostansk","CICHOCKI"
"ZANASI","ALLEGRA "
"Volhein","Czech Rep"
"Panto","Hasenson"
"Birman Alo","Israel U25"
"ROMANSKI","POLAND"
"ZMUDA","Poland"
"Jie","China"
"PD Hackett","PD Hackett"
"WASIK","Spain"
"Utter","Finland"
"Balasovs","Latvia"
"EGGELING","GOTARD"
"Sandqvist","De Botton"
"Bocchi","Jacobs"
"Lall","Lall"
"St Marie","Bessis"
"Golin","Reggio E-Fornaciari"
"Malinowski","Byrne"
"Gu ZH","Pudong"
"Chorush","Harris"
"Kirmse","GERMANY"
"Seamon","Berkowitz"
"Hamman","Bramley"
"Madala","Gromov"
"Fantoni","Angelini TCP-Bove"
"AZHAR","SENGKOL LOMBOK"
"Katusic","Split"
"Kowalski","Marek"
"P BRUM","P BRUM"
"Goncalves","Barcelona"
"Corry Jake","Nor Ire"
"Le Lin","GZ Orange Team"
"Du LX","Kunshan Qiaoxie"
"Fu Zhong","Ke Bi Ya Club"
"Larsen","Meltzer"
"Judy G","Thurston"
"Fanly","Sulut Perjuangan "
"TTerraneo","MORITSCH"
"Polet G","BEL"
"Toffier P","BESSIS"
"Ivaska","Freed"
"neve","France"
"Toma","Chagas"
"Shi Haojun","China Blue"
"Prabhakar","India Venkatesh"
"MOSS","Rubin"
"VERHEES Jr","NEDERLANDS"
"D.Sacul","DKI Jakarta"
"Gunev","JULS"
"V Demuy","USA Kranyak"
"B. Cohen","Hamman"
"MOLSON","Usa"
"Tobing","Indonesian Open"
"FLEISHER","USA 1"
"Loo C.C","Singapore"
"Lou Xing C","GZ Orange"
"Gaffin","Scotland"
"Vogt","DESPERATE BW"
"L Gontha","Palma Karya Mandiri"
"Hand","Wales"
"Kwiecien","Team 1"
"Gioia","Fanfulla LO"
"WLADOW","BAMBERGER"
"Chih","Chinese Taipei"
"Vinciguerr","LEVY"
"Tian ZQ","Pu Fa"
"Madala","ARGENTINA"
"Zhuravel","Team 2"
"Kowalski","PRATERM"
"KUBAK","AUSTRIA"
"Rosenberg","Katz"
"Kourdy","El Rabwa Club (A)"
"MALINOWSKI","DE BOTTON"
"Fernandes","M Teixeira"
"WANG","BEIJING TRINERGY"
"Hayden","USA 1"
"fantoni","TC Parioli ITA"
"P.Lewis","USA / MORI"
"Balicki","SYGNITY"
"Zampini","Tennis RM- Lanciano"
"Guo W","Shihua"
"Angus","Oxford"
"BAKLY","EGYPT"
"ZIA","POLAND"
"P Hollands","Australian Youth"
"ALIX","NEVE"
"Terraneo","Austria"
"Groemeller","Germany"
"S. Brink","Russia"
"IVANOV","PENFOLD"
"Kwiecien","UNIA"
"MCGOWAN","Scotland"
"Gillis","Gillis"
"Robertson","England U20"
"FENG","CHINA"
"Yobert","Bengkalis I"
"Pedak","Tallinn (EST)"
"Dekker","Netherlands Girls"
"Olanski","Team2"
"Bartis","GERO"
"Dubois","Guadeloupe"
"Paske","Townsend"
"M.Shiga","SARA"
"Wang Kui","Heng Sha"
"BRANCO Mar","BRAZIL"
"POLLACK","QUINN"
"AHMADY.W","EGYPT"
"Manoppo E","Bhinneka"
"Ginossar","YADLIN"
"Levy","LEGRAS"
"Kriftner S","AUT"
"C. Terasak","Thailand"
"Marashev","Bulgaria 1"
"Riesz","Hungary"
"KWIECIEN","POL RUCH AZS PWr"
"L'ECUYER","CANADA"
"Narkiewicz","GP"
"Patrick","Hong Kong"
"Haughie","Lilley"
"Philipsen","NS"
"Kubalija","Wales"
"TAO","CHINA"
"Kaunisto","Nikotiimi"
"Grue","Amoils"
"Stefanov","DeKnijff"
"V Labaere","BCOB 1"
"MIHAI","ROMANIA"
"Bhabesh Sa","Trambak Rubber"
"GRONKVIST","SWEDEN"
"ShawnQuinn","USA 2"
"Matushko","LAZY"
"Simeoni","CORSICA"
"Yu HG","Jiang Su"
"j.lall","USA"
"Welland","Mixed"
"T BESSIS","FRANCE"
"Rogowski","MRAGOVIA"
"Madden","NIreland"
"Casen","Kasle"
"Hecht","Hecht"
"PANELEWEN.","INDONESIA"
"Villas Boas","Chagas"
"SYED ","BAHRAIN"
"J Grenthe","France"
"Susan S","Team 1"
"Irwin","Northern Ireland"
"WITTES Pam","USA 2"
"MCourtney","Sydney"
"Luiz","M Teixeira"
"SEEPERSAD","TRINIDAD&TOBAGO"
"KALISH","ISRAEL"
"Bordallo","Spain"
"Zhao","CHINA SMEG"
"Dyakov","Slaveykov.bg"
"RITIANI","SAN MARINO"
"DUBOIN. G","ITALY"
"DE WIJS","The Netherlands"
"SENIOR","England"
"X.G. Yeung","GuangZhou"
"Liu","NCCU"
"FANTONI","Meltzer"
"T Hanlon","Hackett"
"Haraldsson","REYKJAVIKUR"
"Vicky","Geologi Timah"
"Fleury","Carcy"
"FARSTAD","NORWAY"
"B Senior","Wolfarth"
"Garner","WELLAND"
"Del Buono","B.C. Mi - Russo"
"Dehaye","BCOB1"
"Brenner","Vasarhelyi"
"McIntosh","Spring 4s"
"Grinberg","ISRAEL"
"Baghetti","Bo - Tamburrini"
"Levinger","Israel"
"Palar","PU Minsel"
"Tunyaset","Thailand"
"GAROZZO","CAYNE"
"YADLIN D","ISRAEL EIDI"
"Youbert Su","Indonesia"
"BJERKSET","SINGSAAS"
"Cichocki","MRAGOVIA"
"Manno","Goldberg"
"Willemsens","NETHERLANDS"
"BESSIS T","France"
"M. Eugenia","Bordallo"
"Panelewen","MANDIRI MINAHASA"
"Taczewski","NS"
"LEBEL","Chemla"
"Brenner.D","BRAZIL"
"FRANCO","ITALY"
"Zimmermann","Monaco"
"F.Piedra","Contact I"
"Muresan","IJSEIDE"
"Asbi T","DKI Jakarta"
"Li XY","Beijing Capital"
"PAULISSEN","NETHERLANDS"
"Sheilds","Wales"
"Jankova","Prague"
"Einarsson","REYKJAVIKUR"
"Ikonomopou","Team 1"
"D Stern","BROGELAND"
"Dafydd Jones","Wales"
"Rony","El Ahly Club (A)"
"Shah J.M.","TEXAN ACES"
"Razvigorov","Slaveykov.bg"
"Knap","spain"
"Stiefel","DeMartino"
"Smith","Hollman"
"Smith","Team 2"
"Simon","Austria"
"Whibley","Hung"
"BAKKEREN F","NED AUD"
"FRASER.D","CANADA"
"BEALE Feli","AUSTRALIA"
"MANNO","ITA-GER"
"zozis","Rofoi"
"HOMME M.","Mixen Norway"
"Bausback","ALERTPLUS"
"Liu Jing","San Chen"
"Watts","Watts"
"Kurig","Norsu"
"KOWALSKI","LESNIEWSKI"
"K.H.Sung","Korea"
"Andy Ting","Nan-Yuan"
"MORSE","ROBINSON"
"Canonne","France Girls"
"DUBOIN","PISA - BOMBARDIERI"
"David Bakhshi","England"
"Szutowicz","HOME"
"Nistor","Romania"
"F.Tounaitu","PAPUA"
"Haojun","China Blue"
"senior","England"
"Nunes","ITALIA"
"Miyakuni","PABF OPEN"
"Liu Jun","Wan Jian Club"
"La Rovere","Viana"
"Rotaru","Romania"
"Cheek","USA"
"HACKETT","Germany"
"McGann","Holders"
"A Labaere","BCOB I"
"T. Bessis","Zimmermann"
"D' Ovidio","France "
"Renard","UCCLE"
"Miro","JEOVANI"
"Liggins","England"
"ZUR-CAMPAN","USA1"
"Krogulsk","KATER"
"Peake","Horwitz"
"Gromov","POLAND/RUSSIA"
"Stepinski ","POLAND"
"East","Germany"
"K Lindsted","Lindstedt"
"Pinto R","Portugal"
"Cichocki","POLAND"
"Champanil","Israel"
"DE LIVERA ","USA 1"
"Mayer","Reid"
"Courtney ","Wyer"
"GROMOVA","GRNC - RUSSIA"
"McDonald","Chadwick"
"Kotorowicz","Team 2"
"M O'Briain","Ireland"
"Winkel","Star"
"Zapadinski","Team 2"
"Nahmias","Bergheimer"
"HUIBAN J-M","ELLIA"
"Petrescu","Bate Tot"
"Lanzarotti","VAL MAGRA - PATANE'"
"CLAIR","PADOVA BR. S.S."
"Michielsen","The Netherlands A"
"Donn","Grainger"
"Krogulska","KATER"
"Lauria","Eidi"
"Priatna","WEST JAVA"
"Hollands","Australia"
"J. Pszczol","Mixed"
"T.G.Asbi","DKI Jaya"
"Bakhshi","A Team"
"POKORNA'","PRAHA"
"Grumm I","Austria"
"MARTEL","EKEBLAD"
"Henner-Wel","Chan"
"Cichisky","HAUGE"
"D'Avossa","Italy"
"Birman","ISRAEL"
"lanzarotti","Bridge Allegra ITA"
"H. Abe","Golden Bull"
"Bilski","Neill"
"BYLUND","ANNA"
"EKEBLAD","EKEBLAD"
"Milner","Milner"
"Erichsen","BROGELAND"
"Mariani C","Italy"
"Green","England"
"Dilks","Ashworth"
"Wang","CHINA"
"Wyszynski","KADIMEX"
"Lebel","Chemla"
"Fu","Fu-Zhao"
"Badrankova","AWAY"
"LEVITINA","GREENBERG"
"Allfrey","A Team"
"Yang","chinese taipei"
"Szutovicz","Juste"
"Peichev I.","Rosenovo"
"SUBRATA S","SHREE CEMENT"
"Rohowsky","Karlsruher BSC"
"Allouche-G","VENTIN"
"C.Balicki","SYGNITY"
"Gosney","Lebowitz"
"Lee","CHUBUKOV"
"Popham","Young Chelsea"
"Chmurski","KADIMEX"
"lasserre","LEENHARDT"
"Rubin","USA 2"
"Xu J","Sichuan"
"Vilas Boas","Chagas"
"MALINOWSKI","Hauge"
"PEDAK","ESTONIE"
"MIHOVA","BULGARIA"
"Osipov","Russia"
"Nakamura","Shimizu"
"HOULBERG","DENMARK"
"LUSI","DKI JAYA"
"D''Avossa","Italy"
"Stuart","Sydney 2"
"Herbst I","Israel "
"Fisher","Israel U25"
"LEVY","RIEHM"
"JMShah","India Blues"
"van Prooij","NEDUK"
"PILON","PILON"
"AMARAL","Brazil"
"Kovachev","Wolfarth"
"ZIMMERMANN","ZIMMERMANN-ANGELINI"
"FANTONI. F","ITALY"
"Cayne","Weed - npc"
"Rosendorff","Lilley"
"Tuszynski","Team 2"
"Starkowski","SYGNITY AZS PWR"
"NIKOLENKOV","SWITZERLAND"
"Shih JY","Chinese Taipei"
"Nunes","SSD ANGELINI BRIDGE"
"Argelasi","Neth Red"
"COLDEA","ROMANIA"
"Vibhas tod","SREE CEMENT"
"Dong YL","Huayuan"
"Q. Robert","Dantan"
"Zaleski","HOST FRANCE"
"Wladow","GERMANY"
"Onstot","USA/Kasle"
"Jason ","England"
"BACH","NEW ZEALAND"
"Zeiher","Bolognini"
"Zhou QH","Gonghang Jinying"
"BERTHEAU","VENTIN"
"BERTOLUCCI","ITALY"
"Pallassini","VIALE"
"Bonev","Rosenovo"
"arnolds.c","NETHERLANDS"
"Johansson","Konga"
"Shore","USA2"
"KRUPOWICZ","ARASZKIEWICZ"
"Very P","Geologi Dahsyat"
"McManus","Milne"
"CHEN","JAPAN"
"CILLEBORG ","DENMARK"
"B.Drijver","Neth. Red"
"East","STEINER"
"Baker","Baker"
"SOHTORIK","KOLANKAYA"
"West","Pacyfic"
"Lund Madsen L","Denmark"
"TUEJE","DKI JAKARTA"
"Donciu","Romania"
"Mandruta C","ROM"
"Chiu Wei C","Chinese Taipei"
"Bekkouche","Denmark"
"A. Hickman","England U20"
"HAMPSON","USA 2"
"Schollakd","TEAM ORANGE"
"YuMQ","Lin Rong Qiang"
"MAAS","VRIEND"
"Perron","Koumetz"
"Izisel G","IZISEL"
"Kalish","Israel"
"Schneider ","Germany"
"Mitchell","GREENBERG"
"D'avossa","Allegra TO"
"Boldrini","Italy"
"MANASH MUK","Shree Cement"
"MARTEL","Fleisher"
"LEV","USA"
"ALBERTI","Germany"
"Roll","Team 1"
"BASILE","REGGIO EMILIA "
"de Wijs","Lombard I"
"Boyd","Meltzer npc"
"N Edgtton","Australia"
"Aa","Onstott"
"Prooijen","NETHERLANDS"
"Djircic","Serbia"
"o.bessis","U28"
"FUGLESTAD","Norway"
"Carcassonn","BCOB"
"ZIMMERMANN","BOMPIS"
"M. BESSIS","France"
"kkksherry","NCCU"
"Z","Huan Qiu Shi Bao"
"Tatang","Djarum Super"
"Treossi","San_Marino"
"K Furuta","Yeh Bros"
"E Verbeek","Netherlands"
"NUNES","VINCI"
"Feng Lei","Guangdong"
"Vriend","NETHERLANDS"
"SEMENTA","G.S. ALLEGRA"
"Lee","Dragon"
"FU Zhong","POLAND"
"FISHER","Israel"
"Mariani","Italy"
"Joattaon","Guadeloupe"
"V. ARONOV","Bulgaria"
"Liu WM","San YuTian"
"bates","METZLER"
"FIREMAN","USA2"
"Helness","ZIMMERMANN"
"Vainikonis","Garsu pasaulis"
"Hop","Netherlands Red"
"You JY","Zhejiang"
"Arief M","DiY"
"Narkiewicz","EKO-AL"
"STOECKLI","4 TREFLES1"
"Rogoff","Rigal"
"ELINESCU","BCBR Germany"
"Best","Wales"
"MECKSTROTH","USA1"
"GONG Fang-","CHI TAIPEI"
"Wang YW","Cai Fu Zheng Quan"
"POPLILOV","PENFOLD"
"Djems Poli","Bengkalis I"
"Bif McGeor","Sime"
"Cuthbertson","Wales"
"Kychanov","Team 1"
"Bavmann","Simon Gillis"
"Auken","GERMANY"
"J Lindsted","Lindstedt"
"Zhuang ZJ","Shouchuang"
"FREDIN","BK Lavek Smile"
"Lauria","Angelini"
"Graham","Cook"
"Sutherlin","Sutherlin"
"BRENNER","BRAZIL"
"Pikus","POLAND"
"SUN Ming","CHINA"
"Zimmermann","Le Colonial"
"BREWIAK Gr","POLAND"
"Martens","CHALLENGERS"
"Drijver","Orange White"
"Verhees","Rogoff"
"HARANGOZO ","HUNGARY"
"HANTOS","VENEZUELA"
"Tanaka","NAITO"
"M Hisham","Egypt"
"Matisons","MILADY"
"Wang WM","Shanghai"
"Bi SG","Bei Di Ke"
"DJAJANEGAR","INDONESIA"
"Bessis","Paris Sud"
"M.Bilde","Denmark"
"Gromoeller","JUSTPLAY"
"PAYEN","PAYEN"
"JACOBS","Jacobs"
"De Tessie","De tessier"
"Komarudin","Banten"
"West","Norway"
"A.Banerji","J.P.Goenka"
"STAMATOV","BULGARIA"
"Martens","POLAND"
"gromann.l","GERMANY"
"Levy","4 TREFLES 1"
"VERSACE","Weed - npc"
"Aggelopoul","Rofoi"
"ZANASI","C.LO TENNIS PALERMO"
"SVOBODA","ACOL PRAHA"
"Andrei","Romania"
"Tufnell","Canterbury"
"JY Shih","Taipei"
"M BILDE","DENMARK"
"Hans","Oz-One"
"K Lomas","N.Ireland"
"Chmurski","CHALLENGERS"
"TUCZYNSKI","RUCH -POLAND"
"Kaplan","UCCLE"
"WYER","AUSTRALIA"
"Sementa","HENNER-WELLAND"
"Matushko","RUSSIA"
"TANAKA","JAPAN"
"Vechiatto","Germany"
"Kranyak","Kranyak "
"Quantin","LEVY"
"Uiland","Hist"
"PALMER","USA2"
"Cayne","Cayne"
"Rustam 51","DKI JAYA"
"rosenblum","Russia"
"molson","Moss"
"Shao","Wu"
"Zhu XL","San YuTian"
"R. Tobing","DKI Jaya"
"Allfrey","Gold Cup"
"JMizel","Townsend"
"Stefanov","Bulgaria"
"ZEND.H.","WEST BORNEO"
"Santos","PORTUGAL"
"Shimizu","Japan HANA"
"Wu","China"
"CICHOCKI","CICHOCKI"
"Kachami","El Hazem"
"Avdeev","Team 1"
"MADALA","Italy"
"SUNDERAM","TEXAN ACES"
"Michael Ba","Herbst"
"Wortel","Delft"
"Purki","Fucik"
"Egan","Ames"
"HAMPSON","O'ROURKE"
"PACHTMAN","WOLFSON"
"E Eide","Norway"
"Erichsen","England"
"G. Borevko","TESLA 2"
"A.Paparo","Italy"
"Piekarek","ISRMANY"
"SMIRNOV","ISRMANY"
"Lindkvist M","Sweden"
"J Boyoh","Indonesia"
"Levitina","Dinkin"
"KHVEN","Russia"
"M.Kwiecien","UNIA"
"Budirahard","BNI IndonesiaSenior"
"LIN R Q","Beijing Xin Yuan"
"Ricciarell","Italy"
"Jokisch","Germany"
"KANDEMIR","TURKEY"
"Prescott","Markey"
"Sakurai","SKOTII"
"A.Walsh","Chadwick"
"Kotorowicz","POLAND"
"Broustis","Karamanlis"
"Hegrand","Test Team"
"Liu YQ","China"
"Nasution","BANTEN"
"Kapagiani","Papakyriakopoulos"
"LYNCH","USA2"
"Zejun","CHINA"
"Lauria","TC Parioli ITA"
"M_Karamanl","Karamanlis"
"Avon","Serf"
"Huiban","IZISEL"
"Tagaras","Levi"
"tfshgcy","CGU"
"MULLER","NEDERLANDS"
"NUNES","Weed - npc"
"MacKenzie","North Ire"
"Lebi","L'Ecuyer"
"Lindquist","Norway"
"Lasut H","Bhineka"
"WACKWITZ","NETH ORANGE"
"Kulchycsky","CBAI"
"Howard","VEGA*"
"Chen","JAPAN Open"
"George","DKI Jaya"
"AUKEN","GERMANY"
"SAADA","ISRAEL"
"MYUEN","ALERTPLUS"
"Nawrocki","Warsaw 1"
"D'OVIDIO C","PAYEN"
"Igla","NS"
"Rouquillau","Bauch"
"Araszkiewi","EKO-AL"
"Cheek","Gordon"
"Yanagisawa","Japan Ladies"
"I D Monte","USA"
"Fu","Huang"
"Haeusler","BAMBERGER"
"KAZMUCHA ","CONNECTOR"
"DAUWE","SQUEEZE"
"Zheng YX","Cai Fu Zheng Quan"
"DEWASME ","DEHAYE"
"ZACCARIA","SAN MARINO"
"Baterdene","Mongolia"
"Aronov V","Bulgaria"
"MARASHEV","BULGARIA"
"Taufik  A","DKI Jakarta"
"Piskanto","Sulut Perjuangan"
"Jianming","China"
"SUNDARRAM","India Blues"
"Liu XP","Shanghai Qi Che"
"STRETZ F.","CRONIER"
"FREEMAN","USA"
"Huang JJ","Qiao Yi Tang"
"FREDIN","De Knijff"
"M RIMSTEDT","SWEDEN"
"GINOSSAR","Table 1"
"Kabra","Kabra"
"P Brum","Robertinho"
"Tia","Geologi Timah A"
"Wolpert","Kranyak"
"ARASZKIEWI","Araszkiewicz"
"S Naito","NAITO"
"Dobrescu","Romania"
"A Irinanda","Syabas Gabriel - UI"
"P Hackett","Hirst"
"T Bakkeren","'t Onstein 2"
"Kandemir","Kolata"
"MIHOV","BULGARIA"
"KALITA","POLAND"
"Vorobeichi","Russia"
"KOWALSKI","ARASZKIEWICZ"
"Alex Leigh","HK Joanthan"
"Aa","NORWAY"
"Piotr Jass","Krakow 2"
"Ekinci","Turkey"
"H Mc Gann","Ireland"
"Leenhardt","Avon"
"Ellingsen","Test Team"
"Khazanov","Agressor"
"R Tanaka","NAITO"
"Luk","Commune"
"Miyakuni","PABF Open"
"Rogi","Bank Mandiri Dist X"
"Wrang","De Knijff"
"Szappanos","Hungary Senior"
"Marston","Australia"
"B.Cronier","France Lady"
"Grynberg","BROGELAND"
"Olanski","Garsu pasaulis"
"ZIMMERMANN","Monaco FM"
"Fu","SARA"
"Marinoni","Totani"
"Mejane","Adad"
"MULTON","BOMPIS"
"Peter Yeun","Buddies"
"HELGEMO","Monaco"
"Alper","Sarp"
"Salomaa","FINLAND"
"Harnanto","Syabas Gabrial UI"
"Rosenberg","WOLFSON"
"Tully","Australia"
"WEINSTEIN","APOLLOSOYUZ"
"Kholmeev","Prohorov"
"Hallberg","Townsend"
"Pilch","Team2"
"Ware","Kroch"
"PIEKAREK J","GERMANY"
"Zia","Jacobs"
"FACCHINI","REGGIO EMILIA"
"Dawson","Dawson"
"Wbridge5","Wbridge5"
"Gerald T","Collins"
"creet","ACT"
"Kozlov","Team 1"
"Olanski","SYGNITY"
"Sementa","G.S. Allegra"
"Levin","GORDON"
"Gerard","Beatty"
"van Jole","Beauchamp"
"BRUUN","DENMARK"
"Cronier","CHEMLA"
"Santos","Spain"
"Kwiecien","Kowalski"
"Katz","Meckstroth"
"BUTT Nauma","PAKISTAN"
"Voldoire","Caen B.C."
"Druts","Team 1"
"Compton","Onstott"
"SEAMON","JACOBS"
"Yang LX","Qi Zhong"
"Covalciuc","Griffey"
"Poizat","Adad"
"Delfino","DELFINO"
"H.Dhondy","DHONDY"
"HERBST O","ISRMANY"
"NUNES","I"
"Zhuang","CHINA SMEG"
"KOKSOY","MINA"
"Lindsay","N Ireland"
"MO'Briain","Republic of Ireland"
"Gracin","Croatia"
"KAZ08833","Okay"
"Gawrys","Poland"
"ROBLES Ben","CHILE"
"Coenraets P","BEL"
"George N","Geologi Timah A"
"Bell","Team 2"
"Panelewen","PUTRA NASIONAL"
"Boyd","Kasle"
"Wortel","Israel"
"ONG","INDONESIA"
"DREWSKI","SCHWARTZ"
"Kruis","Star"
"Saesseli","ZURICH ENGE"
"Engel","Belgium"
"FORSBERG","Sweden"
"MEMED","DKI Jakarta"
"Li Jie","CHINA Evertrust"
"DeLivera","Thomson"
"FANTONI","Zimmerman"
"Bompis","Blumental"
"Levy AF","Bessis"
"Spears","Scotland"
"Yang Lixin","China LongZhu Open"
"BESSIS M","NC FRANCE"
"Trimarchi","Roma 1"
"Vroustis","Greece"
"Teramoto","Japan"
"Poplilov","Israel"
"D. TUERAH","Indonesia"
"HANSEN J.","DENMARK"
"ERBIZ Hati","TURKEY"
"Arnolds","NETHERLANDS"
"Greco","Ekeblad"
"PISCITELLI","Italy"
"CRONIER","FRANCE"
"LEV.S","USA"
"PENFOLD","PENFOLD"
"Bertens","Team Orange"
"Badal das","C.V.Rao"
"Wiltshire","OzOne-Neill"
"Gao LY","Qiao Yi Tang"
"CASEN","WELLAND"
"Kelly P","ROI"
"Yiu WS","Hong Kong"
"J Hackett","Hirst"
"Dai JM","Shanghai"
"Hegedus","Harangozo"
"TRITT","ASSEMI"
"CHAMBERS","USA2"
"GROMOV","APOLLOSOYOUZ"
"GINOSSAR","ISRAEL"
"Bartkowski","KADIMEX"
"Zia","USA1"
"D CLERKIN","ONSTOTT"
"Cummins","Wales"
"Rusliden","KEPULAUAN RIAU"
"BALDI","TO - GARRONE"
"Ginnossar","Israel"
"Luo Xin","Chinese Hailian"
"Guitta ","Potier"
"Lasut","North Celebes"
"Ansori","West Java"
"Wu YH","Chinese Taipei"
"S Drijver","Russia"
"Wu","Yeh Bros"
"Grant","Scotland"
"Ong K Hin","Indonesia"
"Shosuke","TAKA"
"Brink","Team 1"
"Dupraz","Dupraz"
"Jagniewski","UNIA"
"Gy. Bata","DEAC-Miskolc"
"Sartaj Han","Marston"
"L. VERHEES","The Netherlands"
"Rozenblum","GUDOK-2"
"L","Sweden"
"Franco","RE - FORNACIARI"
"Quinn","QUINN"
"Allouche-G","France "
"Grynberg","Brogeland"
"A Madala","Italy"
"D.Yadlin","Israel"
"LAURIA Lor","ITALY"
"Sarkanas","Balti"
"Fantoni","ANGELINI"
"GRAVERSEN","DENMARK"
"C.TERRANEO","Austria"
"PIKUS","CICHOCKI"
"Sylwia McN","Yates"
"STUCKEY","NEW ZEALAND"
"Madden M","North Ire"
"TSONCHEV","Bulgaria"
"Newell","New Zealand 1"
"ZMUDA","CKIS SKAWINA"
"MILNER","Milner"
"Fazli","Pakistan"
"Narkiewicz","MEGA-TECH"
"Fred","Mane"
"WILLARD","FRANCE"
"Manara","Italy"
"L.Lewis","Lewis"
"Brogeland","Bridge i Norge"
"J Sylvan","Sweden"
"McDonald","Mongolia"
"GMIGHECI","COLDEA"
"Rigaud","DELFOUR"
"Gunev","HAUGE"
"Tamburelli","VARESE"
"WINKLER","HUNGARY GAMAX"
"KNAP.A","SPAIN"
"Quantin","STARSBRIDGE"
"Bakkeren","Team Orange"
"SULTAN","ZALENSKI"
"Rossi S","BANTEN"
"Mraz","Hungary"
"Madala","Real"
"Fissore","Monaco"
"De Falco","Tennis Club"
"Disa","QUINN"
"Wiankowski","Polen"
"Paulissen","Team 2"
"SUNDELL","Sweden"
"Versace","TC PARIOLI"
"ttchen","NTU"
"Vozabal","Czech Rep"
"S.Spangenb","NS"
"Kuo","Chinese Taipei"
"Bessis M.","BESSIS"
"Jackson23","BTU-P"
"lancu","Rumania"
"Poulat","France A"
"B.Saha","Trumpak Rubber"
"Bessis O","De tessier"
"Kim Neale","NSW"
"Gromoeller","BAMBERG"
"O RIMSTEDT","SWEDEN"
"Raeymaeker","Buaigh"
"R.Tobing","DKI Jaya"
"Hou Xu","Zhongjian"
"Gawrys P","POLAND"
"BERSET","SVEINDAL"
"Thomassen","Bergen Akademiske"
"Irwan","Central Celebes"
"ASEP","ELEKTRIK 1"
"Chmurski B","POLAND"
"SEALE","England"
"Bompis","LEVY"
"Sebbane","SOULET"
"Shah","Kenya"
"Moss Greg","Oxford"
"MOSS","Diamond"
"PICUS","USA 2"
"Lewaciak","POLFA"
"Palmer","Central Districts"
"ACAR","GEZI"
"Meyer","PILON"
"Furunes","Hauge"
"Zia","All Stars"
"Pathan","Stevens"
"Allerton","Small "
"Bernatowic","Warsow 2"
"R.Klinger","Haughie"
"Del'Monte","Oz-One"
"Chan Y","Hong Kong"
"A.Yamada","Japan"
"HACHEM","LEBANON"
"VAN ZWOL","DUTCH WOMEN"
"Gladysh","Real"
"DEKKERS","NETHERLANDS"
"Barbosa R","Brum"
"PReynolds","Canberra"
"Lanzarotti","Schwartz"
"Hassett","Hassett"
"Ivanova","Botev-Vraca"
"DE CRESCEN","FIORETTI"
"Aubert","Bergheimer"
"B. Cohen","Hollman"
"Kaz Yamada","JAPAN Yamada"
"Sandra P f","England"
"KRASNOSSEL","Bridge Club Real"
"Justin","Crockfords"
"HELMICH","NETHERLANDS"
"MAZURKIEWI","POLAND"
"KIEMA","Finland"
"McIntosh","Holders"
"Jansons","Latvia"
"Sinclair","Scotland"
"Meckstroth","USA Hampson"
"Luks","Estonia"
"COHEN","SCHWARTZ"
"Westra","De Lombard"
"BETHERS","MARUPE"
"HETZ","LEVINGER"
"OHRYSKO","KATER"
"Zawislak","Jagniewski"
"Rogov","COMMANDOS"
"Zoric","CROATIA"
"A.Janeczko","CKIS SKAWINA"
"KOC","MINA"
"WEINSTEIN","Fleisher"
"VERHEES","Netherlands"
"West","USA2"
"Frey","FRANCE DAMES"
"St-Marie","BLUMENTAL"
"Starkowski","AZS PWr Sygnity"
"Eide","Studentenes BK"
"Klimashin A","RUS"
"Bavanesco","Roma 1"
"Grue","Grue"
"Lamongie M","Iti du Bridge"
"B SIMONSEN","FAROE ISLANDS"
"PURKARTHOF","AUSTRIA"
"Whibley","MILNE"
"Beatty","Jacobs"
"MBessis","Zimmermann"
"LEVIN","Fleisher"
"Montecchi ","BONAVOGLIA"
"Mott","Goldberg"
"MARILL","ALINEO"
"J Pszczola","Beauchamp"
"REES V","NEVE"
"B. Vriend","Netherlands"
"Leroumain","Le romain boys"
"GIANARDI","REGGIO EMILIA"
"Anhar","Djarum Black"
"Meyers","Usa"
"Ferrara","ITALY"
"Hwang Iynr","KOREA Happy Bridge"
"Capal","The Ninjas"
"Netzer Shl","Netzer Shlomo"
"Raunto","JuuTools"
"LEV","MAHAFFEY"
"Witkowski","CKIS SKAWINA"
"MANOPPO Ed","INDONESIA"
"SPRUNG Jo ","USA 2"
"Tang JQ","Shen Jiu"
"Gower","South Africa"
"Mouiel","PILON"
"D Patterson","Collins"
"ELLIA","ELLIA"
"A Suriya","Thailand"
"GROMOELLER","Germany"
"JOHANSSON","Sweden"
"Bruggemann","Star"
"A.Morath","Sweden"
"REESS","FRANCE"
"Shi ZJ","Zhong Jian Club"
"FUGLESTAD","NORWAY"
"Brunner M","ENG"
"Yanagisawa","No Problem"
"Faizal","Riau"
"Hallberg","Liggins"
"De ste mar","BLUMENTAL"
"P Goodman","Wales"
